[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 8, 10], [8, 9, 10], [9, 10, 11], [9, 11, 12], [9, 12, 13], [9, 13, 14]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [9, 13, 14], [7, 10, 11], [1, 2, 5], [1, 4, 5], [1, 3, 4], [7, 11, 12], [8, 12, 13], [8, 9, 13], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 10, 11], [1, 3, 4], [8, 9, 14], [7, 11, 12], [8, 12, 13], [8, 13, 14], [1, 2, 4], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [6, 7, 10], [9, 13, 14], [7, 10, 11], [1, 3, 4], [7, 11, 12], [8, 12, 13], [5, 9, 13], [5, 8, 13], [1, 2, 4], [7, 8, 12]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 12, 13], [9, 13, 14], [8, 9, 12], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 10, 11], [7, 11, 12], [6, 7, 11], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 12, 13], [9, 13, 14], [8, 9, 12], [1, 3, 4], [6, 11, 12], [6, 10, 11], [6, 7, 12], [1, 2, 4], [7, 8, 12]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [8, 11, 12], [7, 10, 11], [1, 3, 4], [8, 9, 14], [8, 12, 13], [0, 1, 4], [8, 13, 14], [0, 2, 4], [7, 8, 11]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [8, 11, 12], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 10, 11], [8, 12, 13], [8, 9, 13], [6, 7, 11], [7, 8, 11]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [8, 11, 12], [1, 3, 4], [8, 9, 14], [6, 10, 11], [8, 12, 13], [8, 13, 14], [1, 2, 4], [6, 7, 11], [7, 8, 11]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [8, 11, 12], [1, 3, 4], [6, 10, 11], [8, 12, 13], [5, 9, 13], [5, 8, 13], [1, 2, 4], [6, 7, 11], [7, 8, 11]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [8, 11, 12], [1, 3, 4], [6, 10, 11], [8, 12, 13], [0, 1, 4], [0, 2, 4], [8, 9, 13], [6, 7, 11], [7, 8, 11]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [6, 10, 11], [3, 6, 11], [3, 7, 11], [8, 9, 11], [3, 4, 7]]
[[0, 1, 2], [1, 2, 3], [2, 4, 5], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [8, 11, 12], [2, 3, 6], [8, 9, 14], [6, 10, 11], [8, 12, 13], [8, 13, 14], [2, 4, 6], [6, 7, 11], [7, 8, 11]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [8, 9, 14], [6, 10, 11], [7, 11, 12], [8, 12, 13], [8, 13, 14], [6, 7, 11], [7, 8, 12]]
[[0, 1, 2], [3, 4, 6], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 10, 11], [8, 9, 11], [4, 6, 7], [6, 7, 11]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [6, 7, 10], [9, 13, 14], [8, 11, 12], [7, 10, 11], [1, 3, 4], [8, 12, 13], [0, 1, 4], [5, 9, 13], [5, 8, 13], [0, 2, 4], [7, 8, 11]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [6, 11, 12], [6, 10, 11], [8, 12, 13], [6, 7, 12], [8, 9, 13], [7, 8, 12]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [6, 10, 11], [7, 11, 12], [8, 12, 13], [5, 9, 13], [5, 8, 13], [6, 7, 11], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [6, 7, 10], [7, 8, 10], [8, 9, 10], [9, 10, 11], [9, 11, 12], [9, 12, 13], [9, 13, 14], [1, 3, 4], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [1, 2, 4]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [8, 11, 12], [7, 10, 11], [1, 2, 5], [1, 4, 5], [1, 3, 4], [8, 9, 14], [8, 12, 13], [8, 13, 14], [7, 8, 11]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [6, 7, 10], [7, 8, 10], [9, 11, 12], [9, 12, 13], [9, 13, 14], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [8, 9, 11], [8, 10, 11]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [6, 7, 10], [9, 13, 14], [8, 11, 12], [7, 10, 11], [1, 2, 5], [1, 4, 5], [1, 3, 4], [8, 12, 13], [5, 9, 13], [5, 8, 13], [7, 8, 11]]
[[0, 1, 2], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [1, 2, 5], [1, 4, 5], [1, 3, 4], [3, 6, 7], [6, 10, 11], [8, 9, 11], [6, 7, 11], [3, 4, 7]]
[[0, 1, 2], [5, 8, 9], [6, 7, 10], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [7, 10, 11], [1, 2, 5], [1, 4, 5], [3, 6, 7], [1, 3, 7], [8, 9, 11], [1, 4, 7]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 10, 11], [7, 11, 12], [8, 12, 13], [8, 9, 13], [6, 7, 11], [7, 8, 12]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 12, 13], [9, 13, 14], [8, 9, 12], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 11, 12], [6, 10, 11], [6, 7, 12], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [1, 3, 4], [6, 10, 11], [7, 11, 12], [8, 12, 13], [5, 9, 13], [5, 8, 13], [1, 2, 4], [6, 7, 11], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [1, 3, 4], [6, 10, 11], [7, 11, 12], [7, 12, 13], [1, 2, 4], [8, 9, 13], [6, 7, 11], [7, 8, 13]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [1, 3, 4], [6, 11, 12], [6, 10, 11], [8, 12, 13], [6, 7, 12], [1, 2, 4], [8, 9, 13], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [1, 3, 4], [8, 9, 14], [6, 10, 11], [7, 11, 12], [8, 12, 13], [8, 13, 14], [1, 2, 4], [6, 7, 11], [7, 8, 12]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [1, 3, 4], [6, 10, 11], [7, 11, 12], [8, 12, 13], [0, 1, 4], [0, 2, 4], [8, 9, 13], [6, 7, 11], [7, 8, 12]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 12, 13], [9, 13, 14], [8, 9, 12], [1, 3, 4], [6, 11, 12], [6, 10, 11], [0, 1, 4], [6, 7, 12], [0, 2, 4], [7, 8, 12]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [6, 7, 10], [9, 13, 14], [7, 10, 11], [1, 2, 5], [1, 4, 5], [1, 3, 4], [7, 11, 12], [8, 12, 13], [5, 9, 13], [5, 8, 13], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [6, 7, 10], [9, 13, 14], [7, 10, 11], [1, 3, 4], [7, 11, 12], [5, 9, 13], [7, 12, 13], [5, 8, 13], [1, 2, 4], [7, 8, 13]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [6, 7, 10], [9, 13, 14], [7, 10, 11], [1, 3, 4], [7, 11, 12], [8, 12, 13], [0, 1, 4], [5, 9, 13], [5, 8, 13], [0, 2, 4], [7, 8, 12]]
[[2, 4, 5], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [1, 3, 4], [3, 6, 7], [6, 10, 11], [0, 1, 4], [0, 2, 4], [8, 9, 11], [6, 7, 11], [3, 4, 7]]
[[0, 1, 2], [2, 4, 5], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [3, 6, 7], [6, 10, 11], [1, 3, 7], [8, 9, 11], [1, 2, 4], [6, 7, 11], [1, 4, 7]]
[[0, 1, 2], [2, 4, 5], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [1, 3, 4], [6, 10, 11], [3, 6, 11], [3, 7, 11], [8, 9, 11], [1, 2, 4], [3, 4, 7]]
[[2, 4, 5], [6, 7, 10], [7, 8, 10], [8, 9, 10], [9, 10, 11], [9, 11, 12], [9, 12, 13], [9, 13, 14], [1, 3, 4], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [0, 1, 4], [0, 2, 4]]
[[0, 1, 2], [2, 4, 5], [6, 7, 10], [7, 8, 10], [9, 11, 12], [9, 12, 13], [9, 13, 14], [1, 3, 4], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [8, 9, 11], [1, 2, 4], [8, 10, 11]]
[[0, 1, 2], [6, 7, 10], [7, 8, 10], [8, 9, 10], [9, 10, 11], [9, 11, 12], [9, 12, 13], [9, 13, 14], [1, 2, 5], [1, 4, 5], [1, 3, 4], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7]]
[[2, 4, 5], [5, 8, 9], [6, 7, 10], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [7, 10, 11], [3, 6, 7], [1, 3, 7], [0, 1, 4], [0, 2, 4], [8, 9, 11], [1, 4, 7]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [8, 9, 14], [6, 11, 12], [6, 10, 11], [8, 12, 13], [6, 7, 12], [8, 13, 14], [7, 8, 12]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [6, 11, 12], [6, 10, 11], [8, 12, 13], [5, 9, 13], [6, 7, 12], [5, 8, 13], [7, 8, 12]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [6, 11, 12], [6, 10, 11], [6, 7, 12], [7, 12, 13], [8, 9, 13], [7, 8, 13]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [6, 7, 10], [9, 11, 12], [9, 12, 13], [9, 13, 14], [7, 10, 11], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [8, 9, 11], [7, 8, 11]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [8, 11, 12], [1, 2, 5], [1, 4, 5], [1, 3, 4], [8, 9, 14], [6, 10, 11], [8, 12, 13], [8, 13, 14], [6, 7, 11], [7, 8, 11]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [8, 11, 12], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 10, 11], [8, 12, 13], [5, 9, 13], [5, 8, 13], [6, 7, 11], [7, 8, 11]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 10, 11], [8, 9, 14], [7, 8, 14], [7, 11, 12], [7, 12, 13], [7, 13, 14]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [8, 9, 14], [6, 10, 11], [7, 11, 12], [7, 12, 13], [8, 13, 14], [6, 7, 11], [7, 8, 13]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 10, 11], [1, 3, 4], [8, 9, 14], [7, 11, 12], [7, 12, 13], [8, 13, 14], [1, 2, 4], [7, 8, 13]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 10, 11], [1, 2, 5], [1, 4, 5], [1, 3, 4], [8, 9, 14], [7, 11, 12], [8, 12, 13], [8, 13, 14], [7, 8, 12]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 10, 11], [1, 3, 4], [8, 9, 14], [7, 11, 12], [8, 12, 13], [0, 1, 4], [8, 13, 14], [0, 2, 4], [7, 8, 12]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [6, 10, 11], [7, 11, 12], [5, 9, 13], [7, 12, 13], [5, 8, 13], [6, 7, 11], [7, 8, 13]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [8, 11, 12], [1, 3, 4], [8, 9, 14], [6, 10, 11], [8, 12, 13], [0, 1, 4], [8, 13, 14], [0, 2, 4], [6, 7, 11], [7, 8, 11]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [9, 13, 14], [7, 10, 11], [1, 2, 5], [1, 4, 5], [1, 3, 4], [7, 11, 12], [7, 12, 13], [8, 9, 13], [7, 8, 13]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [9, 13, 14], [7, 10, 11], [1, 3, 4], [7, 11, 12], [0, 1, 4], [7, 12, 13], [0, 2, 4], [8, 9, 13], [7, 8, 13]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [8, 11, 12], [1, 3, 4], [6, 10, 11], [8, 12, 13], [0, 1, 4], [5, 9, 13], [5, 8, 13], [0, 2, 4], [6, 7, 11], [7, 8, 11]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [6, 7, 10], [7, 8, 10], [9, 12, 13], [9, 13, 14], [8, 9, 12], [8, 11, 12], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [8, 10, 11]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [1, 3, 4], [8, 9, 14], [6, 10, 11], [7, 11, 12], [8, 12, 13], [0, 1, 4], [8, 13, 14], [0, 2, 4], [6, 7, 11], [7, 8, 12]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 10, 11], [1, 3, 4], [8, 9, 14], [7, 11, 12], [0, 1, 4], [7, 12, 13], [8, 13, 14], [0, 2, 4], [7, 8, 13]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [1, 3, 4], [6, 10, 11], [7, 11, 12], [8, 12, 13], [0, 1, 4], [5, 9, 13], [5, 8, 13], [0, 2, 4], [6, 7, 11], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [1, 3, 4], [6, 10, 11], [7, 11, 12], [5, 9, 13], [7, 12, 13], [5, 8, 13], [1, 2, 4], [6, 7, 11], [7, 8, 13]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [6, 7, 10], [9, 13, 14], [7, 10, 11], [1, 2, 5], [1, 4, 5], [1, 3, 4], [7, 11, 12], [5, 9, 13], [7, 12, 13], [5, 8, 13], [7, 8, 13]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [6, 7, 10], [9, 13, 14], [7, 10, 11], [1, 3, 4], [7, 11, 12], [0, 1, 4], [5, 9, 13], [7, 12, 13], [5, 8, 13], [0, 2, 4], [7, 8, 13]]
[[0, 1, 2], [6, 7, 10], [7, 8, 10], [9, 11, 12], [9, 12, 13], [9, 13, 14], [1, 2, 5], [1, 4, 5], [1, 3, 4], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [8, 9, 11], [8, 10, 11]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [1, 2, 5], [1, 4, 5], [1, 3, 4], [8, 9, 14], [6, 10, 11], [7, 11, 12], [8, 12, 13], [8, 13, 14], [6, 7, 11], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [1, 3, 4], [8, 9, 14], [6, 11, 12], [6, 10, 11], [8, 12, 13], [6, 7, 12], [8, 13, 14], [1, 2, 4], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [1, 3, 4], [8, 9, 14], [6, 10, 11], [7, 11, 12], [7, 12, 13], [8, 13, 14], [1, 2, 4], [6, 7, 11], [7, 8, 13]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 11, 12], [6, 10, 11], [8, 12, 13], [6, 7, 12], [8, 9, 13], [7, 8, 12]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 10, 11], [7, 11, 12], [8, 12, 13], [5, 9, 13], [5, 8, 13], [6, 7, 11], [7, 8, 12]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 10, 11], [7, 11, 12], [7, 12, 13], [8, 9, 13], [6, 7, 11], [7, 8, 13]]
[[0, 1, 2], [1, 2, 3], [2, 4, 5], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 10, 11], [2, 3, 6], [8, 9, 14], [7, 8, 14], [7, 11, 12], [7, 12, 13], [2, 4, 6], [7, 13, 14]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 10, 11], [1, 3, 4], [8, 9, 14], [7, 8, 14], [7, 11, 12], [7, 12, 13], [1, 2, 4], [7, 13, 14]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [8, 9, 14], [7, 8, 14], [6, 10, 11], [7, 11, 12], [7, 12, 13], [6, 7, 11], [7, 13, 14]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [1, 3, 4], [6, 11, 12], [6, 10, 11], [8, 12, 13], [0, 1, 4], [6, 7, 12], [0, 2, 4], [8, 9, 13], [7, 8, 12]]
[[2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [1, 3, 4], [6, 10, 11], [7, 11, 12], [0, 1, 4], [7, 12, 13], [0, 2, 4], [8, 9, 13], [6, 7, 11], [7, 8, 13]]
[[0, 1, 2], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [1, 2, 5], [1, 4, 5], [3, 6, 7], [6, 10, 11], [1, 3, 7], [8, 9, 11], [6, 7, 11], [1, 4, 7]]
[[0, 1, 2], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [1, 2, 5], [1, 4, 5], [1, 3, 4], [6, 10, 11], [3, 6, 11], [3, 7, 11], [8, 9, 11], [3, 4, 7]]
[[2, 4, 5], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [1, 3, 4], [6, 10, 11], [3, 6, 11], [3, 7, 11], [0, 1, 4], [0, 2, 4], [8, 9, 11], [3, 4, 7]]
[[0, 1, 2], [2, 4, 5], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [6, 10, 11], [3, 6, 11], [3, 7, 11], [1, 3, 7], [8, 9, 11], [1, 2, 4], [1, 4, 7]]
[[2, 4, 5], [6, 7, 10], [7, 8, 10], [9, 11, 12], [9, 12, 13], [9, 13, 14], [1, 3, 4], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [0, 1, 4], [0, 2, 4], [8, 9, 11], [8, 10, 11]]
[[0, 1, 2], [2, 4, 5], [6, 7, 10], [7, 8, 10], [9, 12, 13], [9, 13, 14], [8, 9, 12], [8, 11, 12], [1, 3, 4], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [1, 2, 4], [8, 10, 11]]
[[0, 1, 2], [2, 4, 5], [6, 7, 10], [9, 11, 12], [9, 12, 13], [9, 13, 14], [7, 10, 11], [1, 3, 4], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [8, 9, 11], [1, 2, 4], [7, 8, 11]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [1, 3, 4], [6, 11, 12], [6, 10, 11], [8, 12, 13], [5, 9, 13], [6, 7, 12], [5, 8, 13], [1, 2, 4], [7, 8, 12]]
[[0, 1, 2], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [1, 3, 4], [6, 11, 12], [6, 10, 11], [6, 7, 12], [7, 12, 13], [1, 2, 4], [8, 9, 13], [7, 8, 13]]
[[0, 1, 2], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [6, 7, 10], [7, 10, 11], [1, 2, 5], [1, 4, 5], [1, 3, 4], [8, 9, 14], [7, 11, 12], [7, 12, 13], [8, 13, 14], [7, 8, 13]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [6, 7, 10], [9, 12, 13], [9, 13, 14], [8, 9, 12], [8, 11, 12], [7, 10, 11], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [7, 8, 11]]
[[2, 4, 5], [5, 8, 9], [9, 11, 12], [9, 12, 13], [9, 13, 14], [5, 8, 11], [5, 7, 11], [4, 5, 7], [3, 6, 7], [6, 10, 11], [1, 3, 7], [0, 1, 4], [0, 2, 4], [8, 9, 11], [6, 7, 11], [1, 4, 7]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [8, 9, 14], [6, 11, 12], [6, 10, 11], [6, 7, 12], [7, 12, 13], [8, 13, 14], [7, 8, 13]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [6, 7, 10], [7, 8, 10], [9, 13, 14], [8, 11, 12], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [8, 12, 13], [8, 10, 11], [8, 9, 13]]
[[0, 1, 2], [6, 7, 10], [7, 8, 10], [8, 9, 10], [9, 10, 11], [9, 11, 12], [9, 12, 13], [9, 13, 14], [1, 2, 5], [1, 3, 4], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [1, 5, 9], [1, 4, 9]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [9, 13, 14], [6, 11, 12], [6, 10, 11], [5, 9, 13], [6, 7, 12], [7, 12, 13], [5, 8, 13], [7, 8, 13]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [3, 4, 6], [4, 5, 6], [5, 6, 7], [5, 7, 8], [5, 8, 9], [9, 13, 14], [6, 12, 13], [6, 11, 12], [6, 10, 11], [6, 7, 13], [8, 9, 13], [7, 8, 13]]
[[0, 1, 2], [1, 2, 3], [2, 3, 4], [2, 4, 5], [9, 11, 12], [9, 12, 13], [9, 13, 14], [4, 5, 9], [3, 4, 9], [3, 8, 9], [3, 7, 8], [3, 6, 7], [6, 10, 11], [8, 9, 11], [6, 7, 11], [7, 8, 11]]
