([3], [5, 8, 14, 15], [(5, 8), (5, 8), (5, 14), (8, 15), (14, 15), (14, 15)])
([765], [3, 9, 12, 15], [(3, 9), (3, 9), (3, 15), (9, 12), (12, 15), (12, 15)])
([766], [2, 11, 13, 15], [(2, 11), (2, 11), (2, 15), (11, 13), (13, 15), (13, 15)])
([767], [2, 8, 10, 15], [(2, 8), (2, 8), (2, 15), (8, 10), (10, 15), (10, 15)])
([768], [10, 12, 14, 15], [(10, 12), (10, 14), (10, 14), (12, 15), (12, 15), (14, 15)])
([776], [2, 5, 13, 15], [(2, 5), (2, 15), (2, 15), (5, 13), (5, 13), (13, 15)])
([784], [3, 5, 13, 15], [(3, 5), (3, 15), (3, 15), (5, 13), (5, 13), (13, 15)])
([787], [2, 9, 12, 15], [(2, 15), (2, 9), (2, 9), (9, 12), (12, 15), (12, 15)])
([790], [1, 4, 6, 15], [(1, 4), (1, 4), (1, 6), (4, 15), (6, 15), (6, 15)])
([799], [5, 8, 12, 15], [(5, 8), (5, 8), (5, 15), (8, 12), (12, 15), (12, 15)])
([801], [2, 5, 14, 15], [(2, 5), (2, 15), (2, 15), (5, 14), (5, 14), (14, 15)])
([802], [2, 5, 12, 15], [(2, 5), (2, 15), (2, 15), (5, 12), (5, 12), (12, 15)])
([803], [3, 6, 12, 15], [(3, 6), (3, 15), (3, 15), (6, 12), (6, 12), (12, 15)])
([804], [3, 6, 13, 15], [(3, 6), (3, 15), (3, 15), (6, 13), (6, 13), (13, 15)])
([805], [2, 5, 12, 15], [(2, 5), (2, 15), (2, 15), (5, 12), (5, 12), (12, 15)])
([806], [3, 7, 10, 15], [(3, 7), (3, 7), (3, 15), (7, 10), (10, 15), (10, 15)])
([807], [5, 7, 11, 15], [(5, 15), (5, 7), (5, 7), (7, 11), (11, 15), (11, 15)])
([808], [8, 11, 14, 15], [(8, 11), (8, 14), (8, 14), (11, 15), (11, 15), (14, 15)])
([812], [1, 5, 14, 15], [(1, 5), (1, 15), (1, 15), (5, 14), (5, 14), (14, 15)])
([814], [2, 6, 14, 15], [(2, 14), (2, 14), (2, 6), (6, 15), (6, 15), (14, 15)])
([815], [2, 5, 14, 15], [(2, 5), (2, 15), (2, 15), (5, 14), (5, 14), (14, 15)])
([825], [2, 6, 14, 15], [(2, 14), (2, 14), (2, 6), (6, 15), (6, 15), (14, 15)])
([826], [2, 6, 14, 15], [(2, 14), (2, 14), (2, 6), (6, 15), (6, 15), (14, 15)])
([827], [1, 6, 14, 15], [(1, 14), (1, 14), (1, 6), (6, 15), (6, 15), (14, 15)])
([829], [1, 5, 14, 15], [(1, 5), (1, 14), (1, 14), (5, 15), (5, 15), (14, 15)])
([837], [1, 4, 6, 15], [(1, 4), (1, 4), (1, 6), (4, 15), (6, 15), (6, 15)])
([838], [1, 3, 6, 15], [(1, 3), (1, 3), (1, 6), (3, 15), (6, 15), (6, 15)])
([839], [1, 7, 14, 15], [(1, 15), (1, 15), (1, 7), (7, 14), (7, 14), (14, 15)])
([843], [2, 5, 13, 15], [(2, 5), (2, 15), (2, 15), (5, 13), (5, 13), (13, 15)])
([852], [4, 7, 11, 15], [(4, 15), (4, 7), (4, 7), (7, 11), (11, 15), (11, 15)])
([853], [3, 8, 11, 15], [(3, 8), (3, 8), (3, 15), (8, 11), (11, 15), (11, 15)])
([854], [3, 7, 11, 15], [(3, 7), (3, 7), (3, 15), (7, 11), (11, 15), (11, 15)])
([857], [1, 5, 14, 15], [(1, 5), (1, 14), (1, 14), (5, 15), (5, 15), (14, 15)])
([859], [5, 8, 11, 14], [(5, 8), (5, 11), (5, 11), (8, 14), (8, 14), (11, 14)])
([867], [8, 11, 14, 15], [(8, 11), (8, 14), (8, 14), (11, 15), (11, 15), (14, 15)])
([869], [2, 7, 14, 15], [(2, 15), (2, 15), (2, 7), (7, 14), (7, 14), (14, 15)])
([877], [8, 11, 14, 15], [(8, 11), (8, 14), (8, 14), (11, 15), (11, 15), (14, 15)])
([881], [7, 11, 14, 15], [(7, 11), (7, 14), (7, 14), (11, 15), (11, 15), (14, 15)])
([882], [9, 13, 14, 15], [(9, 13), (9, 14), (9, 14), (13, 15), (13, 15), (14, 15)])
([883], [7, 11, 14, 15], [(7, 11), (7, 14), (7, 14), (11, 15), (11, 15), (14, 15)])
([884], [8, 12, 14, 15], [(8, 12), (8, 14), (8, 14), (12, 15), (12, 15), (14, 15)])
([889], [8, 12, 14, 15], [(8, 12), (8, 14), (8, 14), (12, 15), (12, 15), (14, 15)])
([903], [2, 5, 14, 15], [(2, 5), (2, 15), (2, 15), (5, 14), (5, 14), (14, 15)])
([906], [1, 6, 14, 15], [(1, 14), (1, 14), (1, 6), (6, 15), (6, 15), (14, 15)])
([909], [9, 12, 14, 15], [(9, 12), (9, 14), (9, 14), (12, 15), (12, 15), (14, 15)])
([911], [10, 11, 13, 15], [(10, 11), (10, 15), (10, 15), (11, 13), (11, 13), (13, 15)])
([925], [1, 4, 7, 12], [(1, 4), (1, 4), (1, 7), (4, 12), (7, 12), (7, 12)])
([926], [7, 10, 14, 15], [(7, 10), (7, 14), (7, 14), (10, 15), (10, 15), (14, 15)])
([929], [2, 7, 14, 15], [(2, 15), (2, 15), (2, 7), (7, 14), (7, 14), (14, 15)])
([930], [1, 6, 14, 15], [(1, 6), (1, 15), (1, 15), (6, 14), (6, 14), (14, 15)])
([932], [2, 7, 14, 15], [(2, 14), (2, 14), (2, 7), (7, 15), (7, 15), (14, 15)])
([934], [2, 8, 14, 15], [(2, 8), (2, 14), (2, 14), (8, 15), (8, 15), (14, 15)])
([935], [1, 6, 14, 15], [(1, 14), (1, 14), (1, 6), (6, 15), (6, 15), (14, 15)])
([936], [6, 10, 14, 15], [(6, 10), (6, 14), (6, 14), (10, 15), (10, 15), (14, 15)])
([941], [1, 7, 14, 15], [(1, 14), (1, 14), (1, 7), (7, 15), (7, 15), (14, 15)])
([942], [8, 11, 14, 15], [(8, 11), (8, 14), (8, 14), (11, 15), (11, 15), (14, 15)])
([943], [9, 12, 14, 15], [(9, 12), (9, 14), (9, 14), (12, 15), (12, 15), (14, 15)])
([957], [6, 9, 14, 15], [(6, 9), (6, 14), (6, 14), (9, 15), (9, 15), (14, 15)])
([958], [5, 7, 13, 15], [(5, 15), (5, 15), (5, 7), (7, 13), (7, 13), (13, 15)])
([959], [4, 7, 14, 15], [(4, 14), (4, 14), (4, 7), (7, 15), (7, 15), (14, 15)])
([960], [1, 7, 14, 15], [(1, 15), (1, 15), (1, 7), (7, 14), (7, 14), (14, 15)])
([961], [4, 7, 14, 15], [(4, 15), (4, 15), (4, 7), (7, 14), (7, 14), (14, 15)])
([962], [2, 7, 14, 15], [(2, 15), (2, 15), (2, 7), (7, 14), (7, 14), (14, 15)])
([965], [1, 6, 11, 14], [(1, 14), (1, 14), (1, 6), (6, 11), (6, 11), (11, 14)])
([968], [1, 3, 6, 15], [(1, 3), (1, 3), (1, 6), (3, 15), (6, 15), (6, 15)])
([980], [1, 4, 14, 15], [(1, 4), (1, 14), (1, 14), (4, 15), (4, 15), (14, 15)])
([981], [1, 5, 14, 15], [(1, 5), (1, 14), (1, 14), (5, 15), (5, 15), (14, 15)])
([982], [1, 4, 14, 15], [(1, 4), (1, 14), (1, 14), (4, 15), (4, 15), (14, 15)])
([983], [1, 5, 14, 15], [(1, 5), (1, 14), (1, 14), (5, 15), (5, 15), (14, 15)])
([984], [1, 4, 14, 15], [(1, 4), (1, 15), (1, 15), (4, 14), (4, 14), (14, 15)])
([985], [2, 5, 13, 15], [(2, 5), (2, 15), (2, 15), (5, 13), (5, 13), (13, 15)])
([989], [1, 6, 14, 15], [(1, 14), (1, 14), (1, 6), (6, 15), (6, 15), (14, 15)])
([992], [2, 8, 14, 15], [(2, 8), (2, 14), (2, 14), (8, 15), (8, 15), (14, 15)])
([993], [1, 6, 14, 15], [(1, 14), (1, 14), (1, 6), (6, 15), (6, 15), (14, 15)])
([997], [3, 5, 13, 15], [(3, 5), (3, 15), (3, 15), (5, 13), (5, 13), (13, 15)])
([999], [2, 8, 11, 12], [(2, 8), (2, 8), (2, 11), (8, 12), (11, 12), (11, 12)])
([1000], [7, 10, 11, 14], [(7, 11), (7, 14), (7, 14), (10, 11), (10, 11), (10, 14)])
([1002], [2, 5, 13, 15], [(2, 5), (2, 15), (2, 15), (5, 13), (5, 13), (13, 15)])
([1003], [1, 6, 14, 15], [(1, 6), (1, 15), (1, 15), (6, 14), (6, 14), (14, 15)])
([1004], [6, 11, 14, 15], [(6, 11), (6, 14), (6, 14), (11, 15), (11, 15), (14, 15)])
([1005], [7, 12, 14, 15], [(7, 12), (7, 15), (7, 15), (12, 14), (12, 14), (14, 15)])
([1006], [7, 11, 14, 15], [(7, 11), (7, 14), (7, 14), (11, 15), (11, 15), (14, 15)])
([1007], [7, 11, 14, 15], [(7, 11), (7, 14), (7, 14), (11, 15), (11, 15), (14, 15)])
([1013], [10, 11, 13, 15], [(10, 11), (10, 15), (10, 15), (11, 13), (11, 13), (13, 15)])
([1014], [2, 9, 12, 15], [(2, 9), (2, 9), (2, 15), (9, 12), (12, 15), (12, 15)])
([1015], [3, 7, 11, 15], [(3, 15), (3, 7), (3, 7), (7, 11), (11, 15), (11, 15)])
([1016], [2, 7, 11, 15], [(2, 7), (2, 7), (2, 15), (7, 11), (11, 15), (11, 15)])
([1021], [1, 3, 6, 13], [(1, 3), (1, 3), (1, 6), (3, 13), (6, 13), (6, 13)])
([1022], [1, 5, 14, 15], [(1, 5), (1, 14), (1, 14), (5, 15), (5, 15), (14, 15)])
([1023], [2, 5, 12, 15], [(2, 5), (2, 15), (2, 15), (5, 12), (5, 12), (12, 15)])
([1025], [2, 5, 14, 15], [(2, 5), (2, 14), (2, 14), (5, 15), (5, 15), (14, 15)])
([1026], [3, 6, 13, 15], [(3, 6), (3, 15), (3, 15), (6, 13), (6, 13), (13, 15)])
([1027], [2, 5, 12, 15], [(2, 5), (2, 15), (2, 15), (5, 12), (5, 12), (12, 15)])
([1031], [9, 12, 14, 15], [(9, 12), (9, 15), (9, 15), (12, 14), (12, 14), (14, 15)])
([1032], [11, 12, 14, 15], [(11, 12), (11, 14), (11, 14), (12, 15), (12, 15), (14, 15)])
([1039], [2, 4, 14, 15], [(2, 4), (2, 15), (2, 15), (4, 14), (4, 14), (14, 15)])
([1040], [1, 4, 14, 15], [(1, 4), (1, 15), (1, 15), (4, 14), (4, 14), (14, 15)])
([1042], [1, 4, 14, 15], [(1, 4), (1, 15), (1, 15), (4, 14), (4, 14), (14, 15)])
([1043], [2, 5, 14, 15], [(2, 5), (2, 14), (2, 14), (5, 15), (5, 15), (14, 15)])
([1044], [2, 5, 14, 15], [(2, 5), (2, 15), (2, 15), (5, 14), (5, 14), (14, 15)])
([1045], [5, 9, 14, 15], [(5, 9), (5, 14), (5, 14), (9, 15), (9, 15), (14, 15)])
([1046], [8, 11, 14, 15], [(8, 11), (8, 14), (8, 14), (11, 15), (11, 15), (14, 15)])
([1049], [1, 6, 14, 15], [(1, 6), (1, 15), (1, 15), (6, 14), (6, 14), (14, 15)])
([1051], [1, 7, 13, 15], [(1, 15), (1, 15), (1, 7), (7, 13), (7, 13), (13, 15)])
([1052], [9, 12, 14, 15], [(9, 12), (9, 14), (9, 14), (12, 15), (12, 15), (14, 15)])
([1053], [10, 13, 14, 15], [(10, 13), (10, 15), (10, 15), (13, 14), (13, 14), (14, 15)])
([1054], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 14), (13, 15), (13, 15), (14, 15)])
([1067], [1, 5, 14, 15], [(1, 5), (1, 14), (1, 14), (5, 15), (5, 15), (14, 15)])
([1069], [2, 5, 14, 15], [(2, 5), (2, 14), (2, 14), (5, 15), (5, 15), (14, 15)])
([1070], [2, 6, 14, 15], [(2, 6), (2, 15), (2, 15), (6, 14), (6, 14), (14, 15)])
([1076], [9, 12, 14, 15], [(9, 12), (9, 14), (9, 14), (12, 15), (12, 15), (14, 15)])
([1083], [8, 13, 14, 15], [(8, 13), (8, 15), (8, 15), (13, 14), (13, 14), (14, 15)])
([1084], [7, 12, 14, 15], [(7, 12), (7, 14), (7, 14), (12, 15), (12, 15), (14, 15)])
([1085], [8, 12, 14, 15], [(8, 12), (8, 14), (8, 14), (12, 15), (12, 15), (14, 15)])
([1086], [8, 12, 14, 15], [(8, 12), (8, 14), (8, 14), (12, 15), (12, 15), (14, 15)])
([1087], [9, 13, 14, 15], [(9, 13), (9, 14), (9, 14), (13, 15), (13, 15), (14, 15)])
([1098], [7, 11, 14, 15], [(7, 11), (7, 14), (7, 14), (11, 15), (11, 15), (14, 15)])
([1102], [7, 10, 14, 15], [(7, 10), (7, 14), (7, 14), (10, 15), (10, 15), (14, 15)])
([1103], [7, 11, 14, 15], [(7, 11), (7, 14), (7, 14), (11, 15), (11, 15), (14, 15)])
([1109], [1, 6, 12, 14], [(1, 14), (1, 14), (1, 6), (6, 12), (6, 12), (12, 14)])
([1116], [1, 6, 14, 15], [(1, 6), (1, 15), (1, 15), (6, 14), (6, 14), (14, 15)])
([1117], [1, 7, 14, 15], [(1, 14), (1, 14), (1, 7), (7, 15), (7, 15), (14, 15)])
([1119], [3, 6, 11, 15], [(3, 6), (3, 6), (3, 15), (6, 11), (11, 15), (11, 15)])
([1128], [3, 6, 10, 15], [(3, 6), (3, 6), (3, 15), (6, 10), (10, 15), (10, 15)])
([1130], [2, 5, 14, 15], [(2, 15), (2, 15), (2, 5), (5, 14), (5, 14), (14, 15)])
([1131], [2, 5, 14, 15], [(2, 5), (2, 15), (2, 15), (5, 14), (5, 14), (14, 15)])
([1132], [1, 6, 14, 15], [(1, 6), (1, 15), (1, 15), (6, 14), (6, 14), (14, 15)])
([1133], [2, 7, 14, 15], [(2, 15), (2, 15), (2, 7), (7, 14), (7, 14), (14, 15)])
([1135], [7, 11, 14, 15], [(7, 11), (7, 14), (7, 14), (11, 15), (11, 15), (14, 15)])
([1138], [2, 4, 13, 15], [(2, 4), (2, 15), (2, 15), (4, 13), (4, 13), (13, 15)])
([1139], [6, 10, 14, 15], [(6, 10), (6, 14), (6, 14), (10, 15), (10, 15), (14, 15)])
([1141], [2, 8, 12, 15], [(2, 8), (2, 8), (2, 15), (8, 12), (12, 15), (12, 15)])
([1145], [7, 11, 14, 15], [(7, 11), (7, 15), (7, 15), (11, 14), (11, 14), (14, 15)])
([1146], [7, 10, 14, 15], [(7, 10), (7, 14), (7, 14), (10, 15), (10, 15), (14, 15)])
([1147], [1, 4, 14, 15], [(1, 4), (1, 15), (1, 15), (4, 14), (4, 14), (14, 15)])
([1149], [2, 5, 14, 15], [(2, 5), (2, 15), (2, 15), (5, 14), (5, 14), (14, 15)])
([1153], [2, 4, 13, 15], [(2, 4), (2, 15), (2, 15), (4, 13), (4, 13), (13, 15)])
([1158], [7, 11, 14, 15], [(7, 11), (7, 14), (7, 14), (11, 15), (11, 15), (14, 15)])
([1162], [1, 5, 14, 15], [(1, 5), (1, 14), (1, 14), (5, 15), (5, 15), (14, 15)])
([1166], [1, 4, 6, 13], [(1, 4), (1, 4), (1, 6), (4, 13), (6, 13), (6, 13)])
([1170], [8, 12, 14, 15], [(8, 12), (8, 14), (8, 14), (12, 15), (12, 15), (14, 15)])
([1171], [6, 10, 14, 15], [(6, 10), (6, 14), (6, 14), (10, 15), (10, 15), (14, 15)])
([1172], [6, 11, 14, 15], [(6, 11), (6, 14), (6, 14), (11, 15), (11, 15), (14, 15)])
([1173], [8, 11, 14, 15], [(8, 11), (8, 15), (8, 15), (11, 14), (11, 14), (14, 15)])
([1175], [8, 12, 14, 15], [(8, 12), (8, 15), (8, 15), (12, 14), (12, 14), (14, 15)])
([1177], [2, 6, 10, 15], [(2, 6), (2, 6), (2, 15), (6, 10), (10, 15), (10, 15)])
([1178], [2, 6, 10, 15], [(2, 6), (2, 6), (2, 15), (6, 10), (10, 15), (10, 15)])
([1179], [2, 6, 11, 15], [(2, 6), (2, 6), (2, 15), (6, 11), (11, 15), (11, 15)])
([1180], [1, 6, 14, 15], [(1, 6), (1, 15), (1, 15), (6, 14), (6, 14), (14, 15)])
([1181], [4, 7, 12, 15], [(4, 15), (4, 7), (4, 7), (7, 12), (12, 15), (12, 15)])
([1184], [5, 9, 10, 14], [(5, 10), (5, 14), (5, 14), (9, 10), (9, 10), (9, 14)])
([1185], [8, 11, 12, 14], [(8, 12), (8, 14), (8, 14), (11, 12), (11, 12), (11, 14)])
([1186], [2, 4, 14, 15], [(2, 4), (2, 15), (2, 15), (4, 14), (4, 14), (14, 15)])
([1187], [2, 6, 10, 11], [(2, 10), (2, 6), (2, 6), (6, 11), (10, 11), (10, 11)])
([1188], [2, 5, 10, 15], [(2, 5), (2, 5), (2, 15), (5, 10), (10, 15), (10, 15)])
([1189], [6, 10, 14, 15], [(6, 10), (6, 14), (6, 14), (10, 15), (10, 15), (14, 15)])
([1194], [8, 12, 14, 15], [(8, 12), (8, 14), (8, 14), (12, 15), (12, 15), (14, 15)])
([1199], [2, 4, 14, 15], [(2, 4), (2, 15), (2, 15), (4, 14), (4, 14), (14, 15)])
([1201], [12, 13, 14, 15], [(12, 14), (12, 14), (12, 13), (13, 15), (13, 15), (14, 15)])
([1202], [2, 6, 11, 15], [(2, 6), (2, 6), (2, 15), (6, 11), (11, 15), (11, 15)])
([1212], [1, 7, 14, 15], [(1, 14), (1, 14), (1, 7), (7, 15), (7, 15), (14, 15)])
([1215], [9, 12, 14, 15], [(9, 12), (9, 14), (9, 14), (12, 15), (12, 15), (14, 15)])
([1217], [1, 4, 14, 15], [(1, 4), (1, 15), (1, 15), (4, 14), (4, 14), (14, 15)])
([1218], [1, 4, 14, 15], [(1, 4), (1, 14), (1, 14), (4, 15), (4, 15), (14, 15)])
([1220], [7, 12, 14, 15], [(7, 12), (7, 14), (7, 14), (12, 15), (12, 15), (14, 15)])
([1221], [5, 10, 14, 15], [(5, 10), (5, 14), (5, 14), (10, 15), (10, 15), (14, 15)])
([1222], [6, 11, 14, 15], [(6, 11), (6, 14), (6, 14), (11, 15), (11, 15), (14, 15)])
([1223], [11, 12, 13, 15], [(11, 12), (11, 15), (11, 15), (12, 13), (12, 13), (13, 15)])
([1224], [6, 11, 14, 15], [(6, 11), (6, 14), (6, 14), (11, 15), (11, 15), (14, 15)])
([1227], [5, 10, 14, 15], [(5, 10), (5, 14), (5, 14), (10, 15), (10, 15), (14, 15)])
([1228], [6, 11, 14, 15], [(6, 15), (6, 15), (6, 11), (11, 14), (11, 14), (14, 15)])
([1229], [6, 10, 14, 15], [(6, 10), (6, 14), (6, 14), (10, 15), (10, 15), (14, 15)])
([1230], [8, 10, 12, 15], [(8, 10), (8, 15), (8, 15), (10, 12), (10, 12), (12, 15)])
([1233], [2, 4, 13, 15], [(2, 4), (2, 15), (2, 15), (4, 13), (4, 13), (13, 15)])
([1234], [2, 5, 14, 15], [(2, 5), (2, 15), (2, 15), (5, 14), (5, 14), (14, 15)])
([1235], [1, 4, 14, 15], [(1, 4), (1, 15), (1, 15), (4, 14), (4, 14), (14, 15)])
([1237], [9, 11, 14, 15], [(9, 11), (9, 14), (9, 14), (11, 15), (11, 15), (14, 15)])
([1238], [1, 4, 14, 15], [(1, 4), (1, 14), (1, 14), (4, 15), (4, 15), (14, 15)])
([1244], [2, 4, 13, 15], [(2, 4), (2, 15), (2, 15), (4, 13), (4, 13), (13, 15)])
([1246], [6, 12, 14, 15], [(6, 12), (6, 15), (6, 15), (12, 14), (12, 14), (14, 15)])
([1247], [6, 11, 14, 15], [(6, 11), (6, 14), (6, 14), (11, 15), (11, 15), (14, 15)])
([1248], [6, 12, 14, 15], [(6, 12), (6, 14), (6, 14), (12, 15), (12, 15), (14, 15)])
([1249], [6, 11, 14, 15], [(6, 11), (6, 14), (6, 14), (11, 15), (11, 15), (14, 15)])
([1255], [6, 10, 14, 15], [(6, 10), (6, 14), (6, 14), (10, 15), (10, 15), (14, 15)])
([1256], [7, 11, 14, 15], [(7, 11), (7, 14), (7, 14), (11, 15), (11, 15), (14, 15)])
([1257], [9, 13, 14, 15], [(9, 13), (9, 14), (9, 14), (13, 15), (13, 15), (14, 15)])
([1258], [1, 6, 14, 15], [(1, 6), (1, 15), (1, 15), (6, 14), (6, 14), (14, 15)])
([1260], [1, 4, 14, 15], [(1, 4), (1, 14), (1, 14), (4, 15), (4, 15), (14, 15)])
([1267], [7, 11, 14, 15], [(7, 11), (7, 15), (7, 15), (11, 14), (11, 14), (14, 15)])
([1268], [1, 4, 14, 15], [(1, 4), (1, 14), (1, 14), (4, 15), (4, 15), (14, 15)])
([1271], [5, 10, 14, 15], [(5, 10), (5, 14), (5, 14), (10, 15), (10, 15), (14, 15)])
([1275], [5, 11, 14, 15], [(5, 11), (5, 14), (5, 14), (11, 15), (11, 15), (14, 15)])
([1276], [2, 5, 10, 11], [(2, 10), (2, 5), (2, 5), (5, 11), (10, 11), (10, 11)])
